Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,Accum_y-1,Accum_y-2,Accum_y-3
884,694,1150,826,360,729,1035,1304,1213,720,417,526
830,748,1144,832,360,679,1028,1307,1267,732,446,558
775,803,1106,856,374,668,963,1382,1230,732,446,558
775,803,1106,855,375,590,974,1417,1122,777,446,555
763,815,1088,873,375,256,1304,1369,1173,880,446,555
776,815,1088,873,375,255,1268,1313,1266,999,442,555
835,793,1090,893,318,312,1267,1197,1383,1016,441,568
835,792,1047,937,318,312,1267,1155,1425,1042,464,568
914,790,1040,946,318,312,1267,1084,1448,1206,486,567
1079,722,1108,946,151,479,1267,962,1409,1294,515,567
1071,746,1111,716,380,489,1223,992,1376,1328,522,565
1087,780,1108,707,352,530,1179,995,1399,1412,674,548
920,991,989,826,352,530,1179,987,1401,1412,674,553
917,994,657,1158,352,530,1179,984,1398,1429,675,543
917,978,610,1221,338,544,1179,936,1374,1499,687,544
846,1049,580,1252,333,549,1087,834,1320,1523,691,550
704,1086,667,1270,333,440,1196,659,1495,1519,762,554
463,1304,588,1373,333,434,1202,625,1529,1509,822,560
513,1243,546,1403,406,429,1207,565,1589,1499,832,560
715,1240,497,1452,409,420,912,840,1618,1315,817,573
786,1200,389,1500,509,420,871,881,1618,1308,805,594
812,1199,367,1412,615,425,847,810,1713,1281,793,529
863,1145,411,1394,592,476,751,899,1689,1146,793,484
892,1126,430,1362,624,447,771,907,1656,1031,783,369
1008,1126,430,1362,624,446,772,906,1583,1008,783,236
1018,1122,434,1306,680,446,767,903,1591,870,782,217
1018,1108,448,1296,690,446,767,901,1593,920,591,216
1022,1022,534,1296,690,446,767,901,1588,955,573,216
1055,902,654,1296,690,446,716,952,1560,992,591,216
1231,873,683,1296,680,456,659,1009,1472,992,516,187
1254,866,690,1296,680,379,710,1035,1428,1207,510,190
1232,884,694,1150,826,360,729,1035,1304,1211,500,129
1251,830,748,1144,832,360,679,1028,1307,1219,634,106
1251,775,803,1106,856,374,668,963,1382,1224,717,106
1256,775,803,1106,855,375,590,974,1417,1179,721,162
1327,763,815,1088,873,375,256,1304,1369,1076,768,184
1358,776,815,1088,873,375,255,1268,1313,976,805,189
1299,835,793,1090,893,318,312,1267,1197,972,875,227
1306,835,792,1047,937,318,312,1267,1155,954,958,252
1233,914,790,1040,946,318,312,1267,1084,831,950,252
1068,1079,722,1108,946,151,479,1267,962,740,1056,252
1040,1071,746,1111,716,380,489,1223,992,706,1104,252
989,1087,780,1108,707,352,530,1179,995,621,977,252
945,920,991,989,826,352,530,1179,987,621,977,263
977,917,994,657,1158,352,530,1179,984,604,976,265
1094,917,978,610,1221,338,544,1179,936,534,964,318
1112,846,1049,580,1252,333,549,1087,834,510,960,340
1112,704,1086,667,1270,333,440,1196,659,510,889,342
1158,463,1304,588,1373,333,434,1202,625,475,829,336
1108,513,1243,546,1403,406,429,1207,565,475,818,336
917,715,1240,497,1452,409,420,912,840,475,815,323
852,786,1200,389,1500,509,420,871,881,475,823,302
888,812,1199,367,1412,615,425,847,810,475,846,302
930,863,1145,411,1394,592,476,751,899,475,856,302
927,892,1126,430,1362,624,447,771,907,475,915,342
811,1008,1126,430,1362,624,446,772,906,475,922,383
801,1018,1122,434,1306,680,446,767,903,469,922,383
803,1018,1108,448,1296,690,446,767,901,419,922,406
857,1022,1022,534,1296,690,446,767,901,384,922,470
825,1055,902,654,1296,690,446,716,952,347,877,476
696,1231,873,683,1296,680,456,659,1009,347,906,476
673,1254,866,690,1296,680,379,710,1035,132,906,460
685,1232,884,694,1150,826,360,729,1035,128,906,463
674,1251,830,748,1144,832,360,679,1028,107,736,455
674,1251,775,803,1106,856,374,668,963,102,653,564
669,1256,775,803,1106,855,375,590,974,102,682,568
598,1327,763,815,1088,873,375,256,1304,102,635,545
716,1358,776,815,1088,873,375,255,1268,83,598,551
724,1299,835,793,1090,893,318,312,1267,136,528,500
730,1306,835,792,1047,937,318,312,1267,107,520,475
747,1233,914,790,1040,946,318,312,1267,66,517,475
747,1068,1079,722,1108,946,151,479,1267,66,382,475
747,1040,1071,746,1111,716,380,489,1223,66,327,545
747,989,1087,780,1108,707,352,530,1179,90,302,568
747,945,920,991,989,826,352,530,1179,92,317,559
715,977,917,994,657,1158,352,530,1179,92,317,565
598,1094,917,978,610,1221,338,544,1179,198,317,607
579,1112,846,1049,580,1252,333,549,1087,279,427,590
579,1112,704,1086,667,1270,333,440,1196,370,432,584
532,1158,463,1304,588,1373,333,434,1202,370,432,584
532,1108,513,1243,546,1403,406,429,1207,398,432,584
521,917,715,1240,497,1452,409,420,912,413,557,584
515,852,786,1200,389,1500,509,420,871,433,571,677
453,888,812,1199,367,1412,615,425,847,444,548,766
360,930,863,1145,411,1394,592,476,751,479,538,766
392,927,892,1126,430,1362,624,447,771,638,876,726
418,811,1008,1126,430,1362,624,446,772,724,869,685
423,801,1018,1122,434,1306,680,446,767,724,908,685
437,803,1018,1108,448,1296,690,446,767,762,959,662
379,857,1022,1022,534,1296,690,446,767,902,1144,723
378,825,1055,902,654,1296,690,446,716,903,1191,721
331,696,1231,873,683,1296,680,456,659,903,1160,722
331,673,1254,866,690,1296,680,379,710,903,1173,737
326,685,1232,884,694,1150,826,360,729,903,1197,734
321,674,1251,830,748,1144,832,360,679,951,1247,733
330,674,1251,775,803,1106,856,374,668,1112,1385,624
367,669,1256,775,803,1106,855,375,590,1159,1384,563
386,598,1327,763,815,1088,873,375,256,1177,1384,563
291,716,1358,776,815,1088,873,375,255,1183,1487,796
354,724,1299,835,793,1090,893,318,312,1123,1512,796
341,730,1306,835,792,1047,937,318,312,1195,1428,796
318,747,1233,914,790,1040,946,318,312,1443,1468,796
330,747,1068,1079,722,1108,946,151,479,1443,1468,796
345,747,1040,1071,746,1111,716,380,489,1443,1468,772
345,747,989,1087,780,1108,707,352,530,1419,1470,749
567,747,945,920,991,989,826,352,530,1417,1456,740
653,715,977,917,994,657,1158,352,530,1417,1456,758
658,598,1094,917,978,610,1221,338,544,1311,1456,660
658,579,1112,846,1049,580,1252,333,549,1261,1346,649
658,579,1112,704,1086,667,1270,333,440,1204,1341,649
658,532,1158,463,1304,588,1373,333,434,1278,1341,649
658,532,1108,513,1243,546,1403,406,429,1250,1341,649
746,521,917,715,1240,497,1452,409,420,1235,1213,649
746,515,852,786,1200,389,1500,509,420,1220,1191,556
824,453,888,812,1199,367,1412,615,425,1237,1288,468
841,360,930,863,1145,411,1394,592,476,1290,1338,468
836,392,927,892,1126,430,1362,624,447,1175,941,468
810,418,811,1008,1126,430,1362,624,446,1213,941,468
805,423,801,1018,1122,434,1306,680,446,1267,1017,468
846,437,803,1018,1108,448,1296,690,446,1230,1114,468
848,379,857,1022,1022,534,1296,690,446,1122,929,343
848,378,825,1055,902,654,1296,690,446,1173,898,339
876,331,696,1231,873,683,1296,680,456,1266,879,338
876,331,673,1254,866,690,1296,680,379,1383,866,323
869,326,685,1232,884,694,1150,826,360,1425,842,323
1109,321,674,1251,830,748,1144,832,360,1448,933,325
1100,330,674,1251,775,803,1106,856,374,1409,803,326
1063,367,669,1256,775,803,1106,855,375,1376,782,326
1044,386,598,1327,763,815,1088,873,375,1399,782,376
977,291,716,1358,776,815,1088,873,375,1401,681,334
906,354,724,1299,835,793,1090,893,318,1398,656,392
906,341,730,1306,835,792,1047,937,318,1374,642,456
1077,318,747,1233,914,790,1040,946,318,1320,591,505
1153,330,747,1068,1079,722,1108,946,151,1495,591,505
1138,345,747,1040,1071,746,1111,716,380,1529,591,493
1138,345,747,989,1087,780,1108,707,352,1589,608,507
916,567,747,945,920,991,989,826,352,1618,624,759
870,653,715,977,917,994,657,1158,352,1618,625,772
895,658,598,1094,917,978,610,1221,338,1713,629,848
895,658,579,1112,846,1049,580,1252,333,1689,629,848
900,658,579,1112,704,1086,667,1270,333,1656,629,848
967,658,532,1158,463,1304,588,1373,333,1583,629,848
971,658,532,1108,513,1243,546,1403,406,1591,629,848
883,746,521,917,715,1240,497,1452,409,1593,629,848
883,746,515,852,786,1200,389,1500,509,1588,629,848
805,824,453,888,812,1199,367,1412,615,1560,532,847
808,841,360,930,863,1145,411,1394,592,1472,482,847
765,836,392,927,892,1126,430,1362,624,1428,482,847
766,810,418,811,1008,1126,430,1362,624,1304,482,957
832,805,423,801,1018,1122,434,1306,680,1307,367,957
820,846,437,803,1018,1108,448,1296,690,1382,219,1024
821,848,379,857,1022,1022,534,1296,690,1417,219,1024
821,848,378,825,1055,902,654,1296,690,1369,223,1024
793,876,331,696,1231,873,683,1296,680,1313,223,1027
793,876,331,673,1254,866,690,1296,680,1197,223,1076
793,869,326,685,1232,884,694,1150,826,1155,223,1093
622,1109,321,674,1251,830,748,1144,832,1084,82,1091
801,1100,330,674,1251,775,803,1106,856,962,88,1134
854,1063,367,669,1256,775,803,1106,855,992,124,1273
854,1044,386,598,1327,763,815,1088,873,995,124,1657
854,977,291,716,1358,776,815,1088,873,987,122,1456
854,906,354,724,1299,835,793,1090,893,984,122,1398
869,906,341,730,1306,835,792,1047,937,936,134,1334
704,1077,318,747,1233,914,790,1040,946,834,188,1285
690,1153,330,747,1068,1079,722,1108,946,659,222,1286
904,1138,345,747,1040,1071,746,1111,716,625,501,1252
904,1138,345,747,989,1087,780,1108,707,565,482,1297
904,916,567,747,945,920,991,989,826,840,465,1045
864,870,653,715,977,917,994,657,1158,881,465,1055
879,895,658,598,1094,917,978,610,1221,810,461,1007
879,895,658,579,1112,846,1049,580,1252,899,475,1007
874,900,658,579,1112,704,1086,667,1270,907,531,1007
828,967,658,532,1158,463,1304,588,1373,906,612,1019
877,971,658,532,1108,513,1243,546,1403,903,617,1032
880,883,746,521,917,715,1240,497,1452,901,713,1135
880,883,746,515,852,786,1200,389,1500,901,831,1249
888,805,824,453,888,812,1199,367,1412,952,832,1249
869,808,841,360,930,863,1145,411,1394,1009,834,1249
865,765,836,392,927,892,1126,430,1362,1035,1012,1249
864,766,810,418,811,1008,1126,430,1362,1035,1021,1139
839,832,805,423,801,1018,1122,434,1306,1028,1044,1160
812,820,846,437,803,1018,1108,448,1296,963,1062,1093
809,821,848,379,857,1022,1022,534,1296,974,1132,1093
922,821,848,378,825,1055,902,654,1296,1304,1113,1093
922,793,876,331,696,1231,873,683,1296,1268,1113,1092
941,793,876,331,673,1254,866,690,1296,1267,1363,1044
943,793,869,326,685,1232,884,694,1150,1267,1469,1087
871,622,1109,321,674,1251,830,748,1144,1267,1553,1087
692,801,1100,330,674,1251,775,803,1106,1267,1539,1043
639,854,1063,367,669,1256,775,803,1106,1223,1666,904
639,854,1044,386,598,1327,763,815,1088,1179,1748,470
639,854,977,291,716,1358,776,815,1088,1179,1748,469
639,854,906,354,724,1299,835,793,1090,1179,1748,469
627,869,906,341,730,1306,835,792,1047,1179,1736,469
685,704,1077,318,747,1233,914,790,1040,1087,1682,469
687,690,1153,330,747,1068,1079,722,1108,1196,1670,468
473,904,1138,345,747,1040,1071,746,1111,1202,1391,468
683,904,1138,345,747,989,1087,780,1108,1207,1391,409
741,904,916,567,747,945,920,991,989,912,1391,409
758,864,870,653,715,977,917,994,657,871,1390,354
713,879,895,658,598,1094,917,978,610,847,1390,326
713,879,895,658,579,1112,846,1049,580,751,1376,327
713,874,900,658,579,1112,704,1086,667,771,1320,658
707,828,967,658,532,1158,463,1304,588,772,1239,759
1057,877,971,658,532,1108,513,1243,546,767,1234,776
1283,880,883,746,521,917,715,1240,497,767,1138,673
1283,880,883,746,515,852,786,1200,389,767,1020,560
1275,888,805,824,453,888,812,1199,367,716,1022,610
1274,869,808,841,360,930,863,1145,411,659,1020,652
1268,865,765,836,392,927,892,1126,430,710,867,652
1268,864,766,810,418,811,1008,1126,430,729,878,652
1227,839,832,805,423,801,1018,1122,434,679,860,631
1209,812,820,846,437,803,1018,1108,448,668,842,631
1209,809,821,848,379,857,1022,1022,534,590,772,631
1096,922,821,848,378,825,1055,902,654,256,771,631
1100,922,793,876,331,696,1231,873,683,255,771,629
1081,941,793,876,331,673,1254,866,690,312,527,628
1079,943,793,869,326,685,1232,884,694,312,434,575
1079,871,622,1109,321,674,1251,830,748,312,358,575
1079,692,801,1100,330,674,1251,775,803,479,358,586
1079,639,854,1063,367,669,1256,775,803,489,184,596
1079,639,854,1044,386,598,1327,763,815,530,118,613
1155,639,854,977,291,716,1358,776,815,530,174,652
1253,639,854,906,354,724,1299,835,793,530,193,825
1302,627,869,906,341,730,1306,835,792,544,381,842
1264,685,704,1077,318,747,1233,914,790,549,630,842
1190,687,690,1153,330,747,1068,1079,722,440,609,842
1257,473,904,1138,345,747,1040,1071,746,434,613,842
1091,683,904,1138,345,747,989,1087,780,429,677,842
1033,741,904,916,567,747,945,920,991,420,682,842
1065,758,864,870,653,715,977,917,994,420,682,842
1065,713,879,895,658,598,1094,917,978,425,683,843
1065,713,879,895,658,579,1112,846,1049,476,683,842
1065,713,874,900,658,579,1112,704,1086,447,683,511
1052,707,828,967,658,532,1158,463,1304,446,683,398
649,1057,877,971,658,532,1108,513,1243,446,683,368
420,1283,880,883,746,521,917,715,1240,446,683,368
428,1283,880,883,746,515,852,786,1200,446,683,367
491,1275,888,805,824,453,888,812,1199,446,680,317
491,1274,869,808,841,360,930,863,1145,456,680,275
491,1268,865,765,836,392,927,892,1126,379,655,280
491,1268,864,766,810,418,811,1008,1126,360,715,323
491,1227,839,832,805,423,801,1018,1122,360,747,383
510,1209,812,820,846,437,803,1018,1108,374,752,424
510,1209,809,821,848,379,857,1022,1022,375,784,477
511,1096,922,821,848,378,825,1055,902,375,934,481
515,1100,922,793,876,331,696,1231,873,375,995,481
515,1081,941,793,876,331,673,1254,866,318,990,483
515,1079,943,793,869,326,685,1232,884,318,977,476
679,1079,871,622,1109,321,674,1251,830,318,969,476
682,1079,692,801,1100,330,674,1251,775,151,976,465
702,1079,639,854,1063,367,669,1256,775,380,977,455
760,1079,639,854,1044,386,598,1327,763,352,961,438
734,1155,639,854,977,291,716,1358,776,352,928,493
689,1253,639,854,906,354,724,1299,835,352,927,338
637,1302,627,869,906,341,730,1306,835,338,739,402
611,1264,685,704,1077,318,747,1233,914,333,490,471
609,1190,687,690,1153,330,747,1068,1079,333,489,522
542,1257,473,904,1138,345,747,1040,1071,333,485,547
505,1091,683,904,1138,345,747,989,1087,406,421,547
506,1033,741,904,916,567,747,945,920,409,416,552
457,1065,758,864,870,653,715,977,917,509,423,552
569,1065,713,879,895,658,598,1094,917,615,422,561
618,1065,713,879,895,658,579,1112,846,592,422,561
668,1065,713,874,900,658,579,1112,704,624,485,563
674,1052,707,828,967,658,532,1158,463,624,485,573
674,649,1057,877,971,658,532,1108,513,680,565,573
674,420,1283,880,883,746,521,917,715,690,580,573
670,428,1283,880,883,746,515,852,786,690,580,647
634,491,1275,888,805,824,453,888,812,690,628,665
634,491,1274,869,808,841,360,930,863,680,636,680
640,491,1268,865,765,836,392,927,892,680,695,675
642,491,1268,864,766,810,418,811,1008,826,697,632
648,491,1227,839,832,805,423,801,1018,832,758,572
657,510,1209,812,820,846,437,803,1018,856,782,539
720,510,1209,809,821,848,379,857,1022,855,776,486
729,511,1096,922,821,848,378,825,1055,873,885,482
737,515,1100,922,793,876,331,696,1231,873,851,520
737,515,1081,941,793,876,331,673,1254,893,927,518
737,515,1079,943,793,869,326,685,1232,937,929,542
573,679,1079,871,622,1109,321,674,1251,946,929,569
570,682,1079,692,801,1100,330,674,1251,946,947,593
550,702,1079,639,854,1063,367,669,1256,716,946,593
527,760,1079,639,854,1044,386,598,1327,707,947,593
553,734,1155,639,854,977,291,716,1358,826,924,499
508,689,1253,639,854,906,354,724,1299,1158,906,607
561,637,1302,627,869,906,341,730,1306,1221,993,619
654,611,1264,685,704,1077,318,747,1233,1252,1105,666
778,609,1190,687,690,1153,330,747,1068,1270,1122,671
848,542,1257,473,904,1138,345,747,1040,1373,1128,668
842,505,1091,683,904,1138,345,747,989,1403,1196,668
841,506,1033,741,904,916,567,747,945,1452,1279,699
854,457,1065,758,864,870,653,715,977,1500,1278,699
743,569,1065,713,879,895,658,598,1094,1412,1278,689
694,618,1065,713,879,895,658,579,1112,1394,1320,689
644,668,1065,713,874,900,658,579,1112,1362,1292,687
636,674,1052,707,828,967,658,532,1158,1362,1293,677
641,674,649,1057,877,971,658,532,1108,1306,1213,677
641,674,420,1283,880,883,746,521,917,1296,1198,689
637,670,428,1283,880,883,746,515,852,1296,1242,680
637,634,491,1275,888,805,824,453,888,1296,1194,667
643,634,491,1274,869,808,841,360,930,1296,1186,660
642,640,491,1268,865,765,836,392,927,1296,1127,680
661,642,491,1268,864,766,810,418,811,1150,1045,680
657,648,491,1227,839,832,805,423,801,1144,947,680
630,657,510,1209,812,820,846,437,803,1106,918,672
567,720,510,1209,809,821,848,379,857,1106,892,672
557,729,511,1096,922,821,848,378,825,1088,633,672
541,737,515,1100,922,793,876,331,696,1088,606,634
541,737,515,1081,941,793,876,331,673,1090,529,642
541,737,515,1079,943,793,869,326,685,1047,527,645
541,573,679,1079,871,622,1109,321,674,1040,527,629
541,570,682,1079,692,801,1100,330,674,1108,502,606
541,550,702,1079,639,854,1063,367,669,1111,627,640
520,527,760,1079,639,854,1044,386,598,1108,705,704
444,553,734,1155,639,854,977,291,716,989,803,721
436,508,689,1253,639,854,906,354,724,657,832,595
383,561,637,1302,627,869,906,341,730,610,757,502
290,654,611,1264,685,704,1077,318,747,580,714,386
169,778,609,1190,687,690,1153,330,747,667,707,336
99,848,542,1257,473,904,1138,345,747,588,777,314
98,842,505,1091,683,904,1138,345,747,546,709,314
98,841,506,1033,741,904,916,567,747,497,704,278
85,854,457,1065,758,864,870,653,715,389,706,278
84,743,569,1065,713,879,895,658,598,367,735,278
84,694,618,1065,713,879,895,658,579,411,731,319
84,644,668,1065,713,874,900,658,579,430,698,319
84,636,674,1052,707,828,967,658,532,430,704,319
88,641,674,649,1057,877,971,658,532,434,712,319
88,641,674,420,1283,880,883,746,521,448,712,307
88,637,670,428,1283,880,883,746,515,534,668,247
81,637,634,491,1275,888,805,824,453,654,746,374
263,643,634,491,1274,869,808,841,360,683,904,374
365,642,640,491,1268,865,765,836,392,690,959,354
356,661,642,491,1268,864,766,810,418,694,1014,380
354,657,648,491,1227,839,832,805,423,748,1015,387
381,630,657,510,1209,812,820,846,437,803,1015,387
750,567,720,510,1209,809,821,848,379,803,1015,387
750,557,729,511,1096,922,821,848,378,815,1015,387
750,541,737,515,1100,922,793,876,331,815,1015,391
750,541,737,515,1081,941,793,876,331,793,1015,384
750,541,737,515,1079,943,793,869,326,792,1036,357
750,541,573,679,1079,871,622,1109,321,790,1036,346
750,541,570,682,1079,692,801,1100,330,722,1039,345
750,541,550,702,1079,639,854,1063,367,746,914,311
736,520,527,760,1079,639,854,1044,386,780,836,247
736,444,553,734,1155,639,854,977,291,991,738,230
764,436,508,689,1253,639,854,906,354,994,709,230
771,383,561,637,1302,627,869,906,341,978,697,230
778,290,654,611,1264,685,704,1077,318,1049,628,230
775,169,778,609,1190,687,690,1153,330,1086,622,224
775,99,848,542,1257,473,904,1138,345,1304,591,224
786,98,842,505,1091,683,904,1138,345,1243,601,225
786,98,841,506,1033,741,904,916,567,1240,707,246
888,85,854,457,1065,758,864,870,653,1200,706,258
1042,84,743,569,1065,713,879,895,658,1199,704,270
1063,84,694,618,1065,713,879,895,658,1145,801,229
1083,84,644,668,1065,713,874,900,658,1126,914,239
1086,84,636,674,1052,707,828,967,658,1126,930,239
1077,88,641,674,649,1057,877,971,658,1122,1066,240
1080,88,641,674,420,1283,880,883,746,1108,1066,431
1148,88,637,670,428,1283,880,883,746,1022,1066,444
1139,81,637,634,491,1275,888,805,824,902,988,339
951,263,643,634,491,1274,869,808,841,873,830,427
848,365,642,640,491,1268,865,765,836,866,775,433
837,356,661,642,491,1268,864,766,810,884,720,417
837,354,657,648,491,1227,839,832,805,830,732,446
835,381,630,657,510,1209,812,820,846,775,732,446
485,750,567,720,510,1209,809,821,848,775,777,446
485,750,557,729,511,1096,922,821,848,763,880,446
485,750,541,737,515,1100,922,793,876,776,999,442
485,750,541,737,515,1081,941,793,876,835,1016,441
489,750,541,737,515,1079,943,793,869,835,1042,464
489,750,541,573,679,1079,871,622,1109,914,1206,486
508,750,541,570,682,1079,692,801,1100,1079,1294,515
510,750,541,550,702,1079,639,854,1063,1071,1328,522
510,736,520,527,760,1079,639,854,1044,1087,1412,674
632,736,444,553,734,1155,639,854,977,920,1412,674
672,764,436,508,689,1253,639,854,906,917,1429,675
720,771,383,561,637,1302,627,869,906,917,1499,687
713,778,290,654,611,1264,685,704,1077,846,1523,691
765,775,169,778,609,1190,687,690,1153,704,1519,762
780,775,99,848,542,1257,473,904,1138,463,1509,822
837,786,98,842,505,1091,683,904,1138,513,1499,832
838,786,98,841,506,1033,741,904,916,715,1315,817
743,888,85,854,457,1065,758,864,870,786,1308,805
592,1042,84,743,569,1065,713,879,895,812,1281,793
571,1063,84,694,618,1065,713,879,895,863,1146,793
551,1083,84,644,668,1065,713,874,900,892,1031,783
548,1086,84,636,674,1052,707,828,967,1008,1008,783
548,1077,88,641,674,649,1057,877,971,1018,870,782
545,1080,88,641,674,420,1283,880,883,1018,920,591
477,1148,88,637,670,428,1283,880,883,1022,955,573
466,1139,81,637,634,491,1275,888,805,1055,992,591
466,951,263,643,634,491,1274,869,808,1231,992,516
462,848,365,642,640,491,1268,865,765,1254,1207,510
534,837,356,661,642,491,1268,864,766,1232,1211,500
547,837,354,657,648,491,1227,839,832,1251,1219,634
571,835,381,630,657,510,1209,812,820,1251,1224,717
600,485,750,567,720,510,1209,809,821,1256,1179,721
622,485,750,557,729,511,1096,922,821,1327,1076,768
648,485,750,541,737,515,1100,922,793,1358,976,805
654,485,750,541,737,515,1081,941,793,1299,972,875
650,489,750,541,737,515,1079,943,793,1306,954,958
650,489,750,541,573,679,1079,871,622,1233,831,950
631,508,750,541,570,682,1079,692,801,1068,740,1056
629,510,750,541,550,702,1079,639,854,1040,706,1104
629,510,736,520,527,760,1079,639,854,989,621,977
507,632,736,444,553,734,1155,639,854,945,621,977
439,672,764,436,508,689,1253,639,854,977,604,976
384,720,771,383,561,637,1302,627,869,1094,534,964
388,713,778,290,654,611,1264,685,704,1112,510,960
340,765,775,169,778,609,1190,687,690,1112,510,889
326,780,775,99,848,542,1257,473,904,1158,475,829
258,837,786,98,842,505,1091,683,904,1108,475,818
257,838,786,98,841,506,1033,741,904,917,475,815
250,743,888,85,854,457,1065,758,864,852,475,823
247,592,1042,84,743,569,1065,713,879,888,475,846
247,571,1063,84,694,618,1065,713,879,930,475,856
247,551,1083,84,644,668,1065,713,874,927,475,915
290,548,1086,84,636,674,1052,707,828,811,475,922
492,548,1077,88,641,674,649,1057,877,801,469,922
578,545,1080,88,641,674,420,1283,880,803,419,922
578,477,1148,88,637,670,428,1283,880,857,384,922
578,466,1139,81,637,634,491,1275,888,825,347,877
578,466,951,263,643,634,491,1274,869,696,347,906
578,462,848,365,642,640,491,1268,865,673,132,906
505,534,837,356,661,642,491,1268,864,685,128,906
492,547,837,354,657,648,491,1227,839,674,107,736
448,571,835,381,630,657,510,1209,812,674,102,653
471,600,485,750,567,720,510,1209,809,669,102,682
451,622,485,750,557,729,511,1096,922,598,102,635
479,648,485,750,541,737,515,1100,922,716,83,598
473,654,485,750,541,737,515,1081,941,724,136,528
473,650,489,750,541,737,515,1079,943,730,107,520
473,650,489,750,541,573,679,1079,871,747,66,517
473,631,508,750,541,570,682,1079,692,747,66,382
473,629,510,750,541,550,702,1079,639,747,66,327
473,629,510,736,520,527,760,1079,639,747,90,302
475,507,632,736,444,553,734,1155,639,747,92,317
475,439,672,764,436,508,689,1253,639,715,92,317
475,384,720,771,383,561,637,1302,627,598,198,317
476,388,713,778,290,654,611,1264,685,579,279,427
540,340,765,775,169,778,609,1190,687,579,370,432
683,326,780,775,99,848,542,1257,473,532,370,432
721,258,837,786,98,842,505,1091,683,532,398,432
776,257,838,786,98,841,506,1033,741,521,413,557
776,250,743,888,85,854,457,1065,758,515,433,571
935,247,592,1042,84,743,569,1065,713,453,444,548
983,247,571,1063,84,694,618,1065,713,360,479,538
983,247,551,1083,84,644,668,1065,713,392,638,876
945,290,548,1086,84,636,674,1052,707,418,724,869
743,492,548,1077,88,641,674,649,1057,423,724,908
662,578,545,1080,88,641,674,420,1283,437,762,959
662,578,477,1148,88,637,670,428,1283,379,902,1144
703,578,466,1139,81,637,634,491,1275,378,903,1191
703,578,466,951,263,643,634,491,1274,331,903,1160
703,578,462,848,365,642,640,491,1268,331,903,1173
703,505,534,837,356,661,642,491,1268,326,903,1197
703,492,547,837,354,657,648,491,1227,321,951,1247
709,448,571,835,381,630,657,510,1209,330,1112,1385
639,471,600,485,750,567,720,510,1209,367,1159,1384
648,451,622,485,750,557,729,511,1096,386,1177,1384
